100 468.061
120 1172.68
140 1798.34
160 2519.18
180 3320.65
200 4603.27
220 6179.63
240 7592.54
260 9592.39
280 11060
300 13019.3
320 14740.6
340 16403.8
360 17779.8
380 19742.6
400 21315.2
420 23481.8
440 25374.2
460 26876.8
480 28490.2
500 29668.1
520 31261.3
540 32343
560 32771.6
580 33769.9
600 34840.6
620 36116.8
640 37240.7
660 39588.4
680 42095.8
700 46297
720 47849.7
740 49385.9
760 50848.1
780 53706.1
800 52438.3
820 55336.4
840 53127
860 54328.8
880 56092.3
900 59071.1
920 66189.3
940 65095.9
960 67159.9
980 69319
1000 69299.2
1020 73241.2
1040 74128.3
1060 76441.6
1080 79049.2
1100 81721.2
1120 83928.4
1140 87039
1160 89030.9
1180 93236.7
1200 94951.5
1220 96572.6
1240 97119.3
1260 100275
1280 102921
1300 105360
1320 107295
1340 110358
1360 111596
1380 115681
1400 120751
1420 119741
1440 121320
1460 124276
1480 128389
1500 128971
1520 132203
1540 136410
1560 138445
1580 140115
1600 141729
1620 144963
1640 151001
1660 150167
1680 154547
1700 162351
1720 155763
1740 161329
1760 167271
1780 166647
1800 172208
1820 174469
1840 172920
1860 175718
1880 180996
1900 184038
1920 188235
1940 189003
1960 191674
1980 194794
2000 196885
2020 203229
2040 203915
2060 204679
2080 206750
2100 211640
2120 219446
2140 257135
2160 220795
2180 220368
2200 225356
2220 226845
2240 228355
2260 231563
2280 236044
2300 240337
2320 243232
2340 242043
2360 249468
2380 249526
2400 251260
2420 252252
2440 268861
2460 264776
2480 261541
2500 270686
2520 269858
2540 271870
2560 272098
2580 278053
2600 291170
2620 285003
2640 378151
2660 330357
2680 319515
2700 320071
2720 512833
2740 480295
2760 317408
2780 430704
2800 589995
2820 877379
2840 597510
2860 372435
2880 416493
2900 402184
2920 352103
2940 339777
2960 339306
2980 343590
3000 352874
3020 347552
3040 350844
3060 351016
3080 358672
3100 360900
3120 375808
3140 399430
3160 392209
3180 412269
3200 427529
3220 552748
3240 429746
3260 450991
3280 404866
3300 446744
3320 529384
3340 622263
3360 548878
3380 546382
3400 569025
3420 490830
3440 500526
3460 517686
3480 593246
3500 447448
3520 472136
3540 438579
3560 455793
3580 446726
3600 457306
3620 451165
3640 467121
3660 468272
3680 494120
3700 519465
3720 587776
3740 519736
3760 510932
3780 539171
3800 525390
3820 532524
3840 494389
3860 522080
3880 525396
3900 551515
3920 566833
3940 519331
3960 529964
3980 559040
4000 613862
4020 523328
4040 538054
4060 534695
4080 538403
4100 567964
4120 546602
4140 548712
4160 564427
4180 557876
4200 608424
4220 569944
4240 568085
4260 580691
4280 600722
4300 597643
4320 597407
4340 601767
4360 606069
4380 641290
4400 782280
4420 1.05155e+06
4440 768311
4460 706438
4480 639878
4500 641902
4520 754443
4540 657815
4560 871327
4580 710444
4600 767738
4620 716022
4640 698635
4660 690828
4680 688005
4700 691633
4720 721490
4740 729972
4760 838767
4780 935804
4800 798263
4820 797752
4840 785123
4860 775788
